Unnamed: 0,id.orig_p,id.resp_p,proto,service,flow_duration,fwd_pkts_tot,bwd_pkts_tot,fwd_data_pkts_tot,bwd_data_pkts_tot,fwd_pkts_per_sec,bwd_pkts_per_sec,flow_pkts_per_sec,down_up_ratio,fwd_header_size_tot,fwd_header_size_min,fwd_header_size_max,bwd_header_size_tot,bwd_header_size_min,bwd_header_size_max,flow_FIN_flag_count,flow_SYN_flag_count,flow_RST_flag_count,fwd_PSH_flag_count,bwd_PSH_flag_count,flow_ACK_flag_count,fwd_URG_flag_count,bwd_URG_flag_count,flow_CWR_flag_count,flow_ECE_flag_count,fwd_pkts_payload.min,fwd_pkts_payload.max,fwd_pkts_payload.tot,fwd_pkts_payload.avg,fwd_pkts_payload.std,bwd_pkts_payload.min,bwd_pkts_payload.max,bwd_pkts_payload.tot,bwd_pkts_payload.avg,bwd_pkts_payload.std,flow_pkts_payload.min,flow_pkts_payload.max,flow_pkts_payload.tot,flow_pkts_payload.avg,flow_pkts_payload.std,fwd_iat.min,fwd_iat.max,fwd_iat.tot,fwd_iat.avg,fwd_iat.std,bwd_iat.min,bwd_iat.max,bwd_iat.tot,bwd_iat.avg,bwd_iat.std,flow_iat.min,flow_iat.max,flow_iat.tot,flow_iat.avg,flow_iat.std,payload_bytes_per_second,fwd_subflow_pkts,bwd_subflow_pkts,fwd_subflow_bytes,bwd_subflow_bytes,fwd_bulk_bytes,bwd_bulk_bytes,fwd_bulk_packets,bwd_bulk_packets,fwd_bulk_rate,bwd_bulk_rate,active.min,active.max,active.tot,active.avg,active.std,idle.min,idle.max,idle.tot,idle.avg,idle.std,fwd_init_window_size,bwd_init_window_size,fwd_last_window_size,Attack_type
2830.0,50241.0,1883.0,tcp,mqtt,12.942527,,,3.0,4.0,0.772647,0.463588,1.236235,0.6,328.0,,40.0,200.0,32.0,40.0,0.0,2.0,1.0,3.0,4.0,15.0,,0.0,0.0,,0.0,33.0,78.0,7.8,12.934021,0.0,23.0,36.0,6.0,8.602325,0.0,33.0,114.0,7.125,11.218289,236.98806800000003,10844336.986542,12942526.817322,1438058.535258,3556222.060089,51.021576,1608241.081238,1936214.923859,387242.984772,687464.219926,51.021576,10844336.986542,12942526.817322,862835.121155,2785370.73163,8.808172,3.333333,2.0,26.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,2098189.83078,2098189.83078,2098189.83078,0.0,10844336.986542,10844336.986542,10844336.986542,10844336.986542,0.0,64240.0,26847.0,502.0,
2835.0,34169.0,1883.0,tcp,mqtt,8.956239,10.0,8.0,3.0,4.0,1.11654,,2.0097720000000003,0.8,328.0,32.0,40.0,264.0,32.0,40.0,0.0,2.0,1.0,3.0,4.0,17.0,0.0,0.0,0.0,0.0,0.0,33.0,78.0,7.8,,0.0,23.0,36.0,4.5,7.782764999999999,0.0,33.0,114.0,6.3333330000000005,10.786702,236.034393,6918387.889861999,,,2259641.973132,44.107437,1488059.997559,1876240.968704,268034.424101,543975.243015,44.107437,6918387.889861999,8956238.985062,526837.587357,1677525.799232,12.728557,3.333333,2.666667,26.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2037851.0952,2037851.0952,2037851.0952,2037851.0952,,6918387.889861999,6918387.889861999,6918387.889861999,6918387.889861999,,64240.0,26847.0,502.0,
2869.0,37465.0,1883.0,tcp,,56.086575,10.0,6.0,3.0,4.0,0.178296,0.106977,0.285273,0.6,328.0,32.0,40.0,200.0,32.0,40.0,0.0,2.0,1.0,3.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,33.0,78.0,,12.934021,0.0,23.0,,6.0,8.602325,0.0,33.0,114.0,,11.218289,262.97569300000004,53782577.037811,56086575.03128101,,17835243.639993,437.021255,1468481.063843,2025751.113892,405150.222778,610330.2370569999,262.97569300000004,53782577.037811,56086575.03128101,3739105.002085,13847568.3125,2.032572,3.333333,2.0,26.0,12.0,0.0,0.0,0.0,0.0,,0.0,2303997.993469,2303997.993469,2303997.993469,2303997.993469,0.0,53782577.037811,53782577.037811,53782577.037811,53782577.037811,0.0,64240.0,26847.0,502.0,
,40477.0,1883.0,tcp,mqtt,4.024687,10.0,6.0,3.0,4.0,2.484665,1.490799,3.975465,0.6,328.0,32.0,40.0,200.0,32.0,40.0,0.0,2.0,1.0,3.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,33.0,78.0,7.8,12.934021,0.0,23.0,36.0,6.0,8.602325,,33.0,114.0,7.125,11.218289,257.015228,1729971.885681,4024686.813354,447187.423706,607494.25338,77.009201,1483762.979507,2024368.047714,404873.609543,,77.009201,1729971.885681,4024686.813354,268312.454224,511880.269556,28.325185,3.333333,2.0,26.0,12.0,0.0,0.0,0.0,0.0,,0.0,4024686.813354,,4024686.813354,4024686.813354,0.0,0.0,0.0,0.0,0.0,0.0,64240.0,26847.0,502.0,
2881.0,36551.0,1883.0,tcp,mqtt,13.943544,10.0,6.0,3.0,4.0,0.717178,0.430307,1.147484,0.6,328.0,32.0,40.0,200.0,32.0,40.0,0.0,2.0,,3.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,33.0,78.0,7.8,12.934021,0.0,23.0,36.0,6.0,8.602325,0.0,33.0,114.0,7.125,11.218289,228.881836,11844766.85524,13943543.91098,1549282.656776,3885941.088104,61.03515600000001,1579815.149307,1928741.931915,385748.386383,673142.016811,,11844766.85524,13943543.91098,929569.594065,3040708.784555,8.175827,3.333333,2.0,26.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2098777.05574,2098777.05574,2098777.05574,2098777.05574,0.0,11844766.85524,11844766.85524,,11844766.85524,,64240.0,26847.0,502.0,
,47123.0,1883.0,tcp,mqtt,52.105246,10.0,6.0,3.0,4.0,0.191919,,0.307071,0.6,328.0,32.0,40.0,200.0,32.0,40.0,0.0,2.0,1.0,3.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,33.0,78.0,7.8,12.934021,0.0,23.0,36.0,6.0,8.602325,0.0,33.0,114.0,7.125,11.218289,244.140625,49794739.961624,52105246.067047,5789471.785227,16506549.689564,349.9984740000001,1527719.0208440004,2050577.878952,410115.57579,637631.429288,244.140625,49794739.961624,52105246.067047,3473683.071136,12818484.750667,2.18788,3.333333,2.0,26.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2310506.105423,2310506.105423,2310506.105423,2310506.105423,0.0,49794739.961624,49794739.961624,,49794739.961624,,64240.0,26847.0,,
2892.0,33893.0,1883.0,tcp,mqtt,27.934138,10.0,6.0,3.0,4.0,0.357985,0.214791,0.5727760000000001,0.6,328.0,32.0,40.0,200.0,32.0,40.0,0.0,2.0,1.0,3.0,4.0,15.0,0.0,0.0,0.0,,0.0,33.0,78.0,7.8,12.934021,0.0,23.0,36.0,6.0,8.602325,0.0,33.0,114.0,7.125,,236.98806800000003,25868956.089020006,27934138.059616,3103793.117735,8548796.8438,73.90975999999998,1596007.108688,1908099.889755,381619.977951,683110.87416,73.90975999999998,25868956.089020006,27934138.059616,1862275.870641,6651172.322858,4.081028,3.333333,2.0,26.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2065181.970596,2065181.970596,2065181.970596,,0.0,,25868956.089020006,25868956.089020006,25868956.089020006,0.0,64240.0,26847.0,502.0,
2924.0,47755.0,1883.0,tcp,mqtt,15.040760999999998,10.0,6.0,3.0,4.0,0.66486,0.398916,1.063776,0.6,328.0,32.0,40.0,200.0,32.0,40.0,0.0,2.0,1.0,3.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,33.0,78.0,7.8,12.934021,,23.0,36.0,6.0,8.602325,0.0,33.0,114.0,7.125,11.218289,236.98806800000003,12750882.148743,15040760.993957998,1671195.6659950004,4171746.428267,180.006027,1490017.175674,2023319.005966,,620842.103718,180.006027,12750882.148743,15040760.993957998,1002717.399597,3265382.445992,7.5794039999999985,3.333333,2.0,26.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2289878.845215,2289878.845215,2289878.845215,2289878.845215,0.0,12750882.148743,12750882.148743,12750882.148743,12750882.148743,0.0,64240.0,26847.0,502.0,
2950.0,35393.0,1883.0,tcp,mqtt,58.059516,10.0,6.0,3.0,4.0,0.172237,0.103342,0.275579,0.6,328.0,32.0,40.0,200.0,32.0,40.0,0.0,2.0,1.0,3.0,4.0,,0.0,,0.0,0.0,0.0,33.0,78.0,7.8,12.934021,0.0,23.0,36.0,6.0,8.602325,0.0,33.0,114.0,7.125,11.218289,252.008438,55797180.17578101,58059516.191483,6451057.354609,18508533.138718,367.879868,1476758.003235,2000657.79686,400131.559372,,252.008438,55797180.17578101,58059516.191483,3870634.412766,14368469.37037,1.963502,3.333333,2.0,26.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2262336.015701,2262336.015701,2262336.015701,2262336.015701,0.0,55797180.17578101,55797180.17578101,55797180.17578101,55797180.17578101,0.0,64240.0,26847.0,502.0,
2978.0,35187.0,1883.0,tcp,mqtt,60.969146,10.0,6.0,3.0,,0.164017,0.09841,0.262428,0.6,328.0,32.0,40.0,200.0,32.0,40.0,0.0,2.0,1.0,3.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,33.0,77.0,7.7,12.789318,0.0,22.0,35.0,5.8333330000000005,,0.0,33.0,112.0,7.0,11.021192,236.98806800000003,58915549.993515,60969146.01326,6774349.557029001,,92.029572,1592036.962509,,379274.79744,682030.129413,92.029572,,60969146.01326,4064609.734217,15178415.47024,1.836995,3.333333,2.0,25.666667,11.666667,0.0,0.0,0.0,0.0,0.0,0.0,2053596.019745,2053596.019745,2053596.019745,2053596.019745,0.0,,58915549.993515,58915549.993515,,0.0,64240.0,26847.0,502.0,
3007.0,42209.0,1883.0,tcp,mqtt,42.093634,10.0,6.0,3.0,4.0,0.237566,0.142539,0.380105,0.6,328.0,32.0,40.0,200.0,32.0,40.0,0.0,2.0,1.0,3.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,33.0,77.0,7.7,12.789318,0.0,22.0,35.0,5.8333330000000005,8.20772,,33.0,112.0,7.0,11.021192,252.962112,39766885.995865,42093633.890152,4677070.432239,13163944.393697,200.986862,1493487.119675,2049232.959747,409846.591949,,200.986862,39766885.995865,42093633.890152,2806242.259343,10229722.117257,2.660735,3.333333,2.0,25.666667,11.666667,0.0,0.0,0.0,0.0,0.0,0.0,2326747.894287,2326747.894287,2326747.894287,,0.0,39766885.995865,39766885.995865,39766885.995865,,0.0,64240.0,26847.0,502.0,
3012.0,,1883.0,tcp,mqtt,54.113822,10.0,,3.0,4.0,0.184796,,0.295673,,328.0,32.0,40.0,200.0,32.0,40.0,0.0,2.0,1.0,3.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,33.0,77.0,7.7,12.789318,0.0,22.0,35.0,5.8333330000000005,8.20772,0.0,33.0,112.0,7.0,,253.915787,51788131.952286,54113821.983337,6012646.887037002,17170080.724276002,862.121582,1518678.90358,2057870.149612,411574.029922,633055.200065,,51788131.952286,54113821.983337,3607588.132222,13332656.567705,,3.333333,2.0,25.666667,11.666667,0.0,0.0,0.0,0.0,0.0,0.0,2325690.031052,2325690.031052,2325690.031052,2325690.031052,0.0,51788131.952286,51788131.952286,51788131.952286,51788131.952286,0.0,64240.0,26847.0,502.0,
3013.0,39799.0,1883.0,tcp,mqtt,26.938197,10.0,6.0,3.0,4.0,0.37122,0.222732,,0.6,328.0,32.0,40.0,200.0,32.0,40.0,0.0,2.0,1.0,,,15.0,0.0,0.0,0.0,0.0,0.0,33.0,77.0,7.7,12.789318,0.0,22.0,35.0,5.8333330000000005,8.20772,0.0,33.0,112.0,7.0,11.021192,235.080719,24834624.052048,26938196.897507,2993132.988612,8202690.153199,77.962875,,1938992.023468,387798.404694,,77.962875,24834624.052048,26938196.897507,1795879.7931669997,6383697.320180002,4.157665,3.333333,2.0,25.666667,11.666667,0.0,0.0,0.0,0.0,0.0,0.0,2103572.845459,2103572.845459,2103572.845459,2103572.845459,0.0,24834624.052048,24834624.052048,24834624.052048,24834624.052048,0.0,64240.0,26847.0,502.0,
3016.0,,1883.0,tcp,mqtt,57.949875,10.0,6.0,3.0,4.0,0.172563,0.103538,0.276101,0.6,328.0,32.0,40.0,200.0,32.0,40.0,0.0,2.0,1.0,3.0,4.0,15.0,,0.0,0.0,,0.0,33.0,78.0,7.8,12.934021,0.0,23.0,36.0,6.0,8.602325,0.0,33.0,114.0,7.125,11.218289,234.127045,55914072.990417,57949875.116348,6438875.012928,18558784.567598,77.009201,1592030.04837,1883872.98584,376774.597168,683219.150852,77.009201,55914072.990417,57949875.116348,3863325.007757,14404063.132304998,1.967217,3.333333,2.0,26.0,12.0,0.0,0.0,0.0,0.0,,0.0,2035802.125931,2035802.125931,2035802.125931,2035802.125931,0.0,55914072.990417,55914072.990417,55914072.990417,55914072.990417,0.0,64240.0,26847.0,502.0,
3041.0,39645.0,1883.0,tcp,mqtt,28.073261,10.0,6.0,3.0,4.0,0.356211,0.213727,0.569937,0.6,328.0,32.0,40.0,200.0,32.0,40.0,0.0,2.0,1.0,3.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,33.0,77.0,7.7,12.789318,0.0,22.0,35.0,5.8333330000000005,8.20772,0.0,33.0,112.0,7.0,,268.936157,25765295.028687,28073261.022568,3119251.22473,8500863.391594,90.837479,1512572.050095,2042772.054672,408554.410934,630836.6124710001,90.837479,25765295.028687,28073261.022568,1871550.734838,6617835.438851,3.989561,3.333333,2.0,25.666667,11.666667,0.0,0.0,0.0,0.0,0.0,0.0,2307965.993881,,2307965.993881,2307965.993881,0.0,25765295.028687,25765295.028687,25765295.028687,25765295.028687,0.0,64240.0,26847.0,502.0,
3043.0,44501.0,1883.0,tcp,mqtt,61.043374,10.0,6.0,3.0,4.0,0.163818,0.098291,0.262109,0.6,328.0,,40.0,200.0,32.0,40.0,0.0,2.0,1.0,3.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,33.0,77.0,7.7,12.789318,0.0,22.0,35.0,5.8333330000000005,,0.0,33.0,112.0,7.0,11.021192,252.962112,58817502.975464,61043374.061584,6782597.117954,19516836.873997,87.976456,1490328.073502,1980915.06958,396183.013916,623680.719258,87.976456,58817502.975464,61043374.061584,4069558.270772,15148938.916542,,3.333333,2.0,25.666667,11.666667,,0.0,0.0,0.0,0.0,0.0,2225871.086121,2225871.086121,2225871.086121,2225871.086121,0.0,58817502.975464,58817502.975464,58817502.975464,58817502.975464,0.0,,26847.0,502.0,
3073.0,52537.0,1883.0,tcp,mqtt,20.031824,10.0,6.0,3.0,4.0,0.499206,0.299523,,0.6,328.0,32.0,,200.0,32.0,40.0,0.0,2.0,1.0,3.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,33.0,77.0,7.7,12.789318,0.0,,35.0,5.8333330000000005,8.20772,0.0,33.0,112.0,7.0,11.021192,239.849091,17765689.134598,20031824.111938,2225758.23466,5840217.32936,88.93013,1508798.122406,2013704.061508,402740.812302,630908.432614,88.93013,17765689.134598,20031824.111938,1335454.940796,4556750.048888,5.591103,3.333333,2.0,25.666667,11.666667,0.0,0.0,0.0,0.0,0.0,0.0,2266134.977341,2266134.977341,2266134.977341,2266134.977341,0.0,17765689.134598,17765689.134598,17765689.134598,17765689.134598,0.0,64240.0,26847.0,502.0,
3103.0,45443.0,,tcp,mqtt,35.953609,10.0,6.0,3.0,4.0,0.278136,0.166882,0.445018,0.6,328.0,32.0,40.0,200.0,32.0,40.0,0.0,2.0,1.0,3.0,4.0,15.0,,0.0,0.0,0.0,0.0,33.0,77.0,7.7,,0.0,22.0,35.0,5.8333330000000005,8.20772,0.0,33.0,112.0,7.0,11.021192,243.902206,33884601.116179995,35953608.989716,3994845.443302,,125.88501,1608108.0436709996,1916503.90625,383300.78125,688793.613376,125.88501,33884601.116179995,,2396907.265981,8717616.046497999,3.115125,3.333333,2.0,25.666667,11.666667,0.0,0.0,0.0,0.0,0.0,0.0,2069007.873535,2069007.873535,2069007.873535,2069007.873535,0.0,33884601.116179995,33884601.116179995,33884601.116179995,33884601.116179995,0.0,64240.0,26847.0,502.0,
3104.0,,1883.0,tcp,mqtt,41.051031,10.0,,3.0,4.0,0.243599,0.1461599999999999,0.389759,0.6,328.0,32.0,,200.0,32.0,40.0,0.0,2.0,1.0,3.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,33.0,77.0,7.7,12.789318,0.0,22.0,35.0,5.8333330000000005,8.20772,0.0,33.0,112.0,7.0,11.021192,257.96890299999995,38780190.944672,41051030.874252,4561225.652694998,12837487.640946,83.92334,1475772.14241,2007583.141327,401516.628265,614819.898723,83.92334,38780190.944672,41051030.874252,2736735.391617,9976050.421912,2.728312,3.333333,2.0,25.666667,11.666667,0.0,0.0,0.0,0.0,0.0,0.0,2270839.929581,2270839.929581,2270839.929581,2270839.929581,0.0,38780190.944672,38780190.944672,38780190.944672,38780190.944672,0.0,64240.0,26847.0,502.0,
3124.0,37133.0,1883.0,tcp,mqtt,15.051108,10.0,6.0,3.0,4.0,0.664403,0.398642,1.063045,0.6,328.0,32.0,,200.0,32.0,40.0,0.0,2.0,1.0,3.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,33.0,78.0,7.8,12.934021,0.0,23.0,36.0,6.0,8.602325,0.0,33.0,114.0,7.125,11.218289,237.941742,12745728.0159,15051108.121872,,4169904.668374,76.055527,,2038739.919662,407747.983932,627980.352821,76.055527,12745728.0159,15051108.121872,1003407.208125,3264178.354538,7.574192999999998,3.333333,2.0,26.0,12.0,0.0,0.0,0.0,,0.0,,2305380.105972,2305380.105972,2305380.105972,2305380.105972,0.0,12745728.0159,12745728.0159,12745728.0159,12745728.0159,0.0,64240.0,26847.0,502.0,
,48539.0,1883.0,tcp,,39.037547,10.0,6.0,3.0,4.0,0.256164,0.153698,0.409862,0.6,328.0,32.0,40.0,200.0,32.0,40.0,0.0,2.0,1.0,3.0,,15.0,0.0,0.0,0.0,0.0,0.0,33.0,78.0,7.8,12.934021,0.0,23.0,36.0,6.0,8.602325,0.0,33.0,114.0,7.125,11.218289,238.895416,36764200.92582701,39037546.873093,4337505.208121,12165476.931515,285.148621,,2005636.930466,401127.386093,611566.330062,221.014023,36764200.92582701,39037546.873093,2602503.124873,9455595.082068,2.920265,3.333333,2.0,,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2273345.947266,2273345.947266,2273345.947266,2273345.947266,0.0,36764200.92582701,36764200.92582701,36764200.92582701,36764200.92582701,0.0,64240.0,,502.0,
3184.0,39795.0,1883.0,tcp,mqtt,61.947903,10.0,6.0,3.0,,0.161426,0.096856,0.258282,0.6,328.0,32.0,40.0,200.0,32.0,40.0,0.0,2.0,1.0,3.0,4.0,,,0.0,0.0,0.0,0.0,33.0,78.0,7.8,12.934021,0.0,23.0,36.0,6.0,8.602325,0.0,33.0,114.0,7.125,11.218289,251.054764,59902130.12695301,61947903.15628101,6883100.350698,19886912.885622,78.91655,1551820.993423,1888105.869293,377621.173859,661549.4931109999,78.91655,59902130.12695301,61947903.15628101,4129860.210419,15432963.745824,1.840256,3.333333,2.0,26.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2045773.029327,2045773.029327,2045773.029327,2045773.029327,0.0,59902130.12695301,59902130.12695301,59902130.12695301,59902130.12695301,0.0,64240.0,26847.0,502.0,
3186.0,42633.0,1883.0,,mqtt,62.052374,9.0,5.0,3.0,3.0,0.145039,0.080577,0.225616,0.555556,296.0,32.0,40.0,168.0,,40.0,0.0,2.0,1.0,3.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,33.0,78.0,8.666667,13.407088,0.0,27.0,36.0,,11.300442,0.0,33.0,114.0,8.142857000000001,12.265381,257.96890299999995,59814203.023911,62052374.124527,7756546.765566002,21038062.817717,5181.789398,1486118.078232,1988439.083099,497109.770775,669250.4205369999,257.96890299999995,59814203.023911,62052374.124527,4773259.548041,16541151.871356,1.837158,3.0,1.666667,26.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2238171.100616,2238171.100616,2238171.100616,2238171.100616,0.0,59814203.023911,59814203.023911,59814203.023911,59814203.023911,0.0,64240.0,26847.0,502.0,
3285.0,49343.0,1883.0,tcp,,62.054421,10.0,6.0,3.0,4.0,0.161149,0.096689,0.257838,0.6,328.0,32.0,40.0,200.0,32.0,40.0,,2.0,1.0,3.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,33.0,76.0,7.6,12.650867,0.0,21.0,34.0,5.666667,7.814516,0.0,33.0,110.0,6.875,10.831282,263.929367,59799297.094345,62054421.186447,6894935.687383,19842495.396785,,1458441.972733,1989739.179611,397947.835922,607114.885788,126.123428,59799297.094345,62054421.186447,4136961.412430001,15401617.289298002,,3.333333,2.0,25.333333,11.333333,0.0,0.0,0.0,0.0,0.0,0.0,2255124.092102,2255124.092102,2255124.092102,2255124.092102,0.0,59799297.094345,59799297.094345,59799297.094345,59799297.094345,0.0,64240.0,26847.0,502.0,
3295.0,35065.0,1883.0,tcp,mqtt,62.076814,10.0,6.0,3.0,4.0,0.161091,0.096654,0.257745,0.6,328.0,32.0,40.0,200.0,32.0,40.0,0.0,2.0,1.0,3.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,33.0,76.0,7.6,12.650867,0.0,21.0,34.0,5.666667,7.814516,0.0,33.0,110.0,6.875,10.831282,236.98806800000003,59799865.961075,62076813.936234,6897423.770693,19841882.113209,498.056412,1478144.884109,2011086.940765,402217.388153,615537.929026,236.98806800000003,59799865.961075,62076813.936234,4138454.262416001,15401451.672921,1.771998,3.333333,2.0,25.333333,11.333333,0.0,0.0,0.0,0.0,0.0,0.0,2276947.975159,2276947.975159,2276947.975159,2276947.975159,0.0,59799865.961075,59799865.961075,59799865.961075,59799865.961075,0.0,64240.0,26847.0,502.0,
3320.0,44073.0,1883.0,tcp,mqtt,62.023501,10.0,6.0,3.0,4.0,0.1612289999999999,0.096738,0.257967,0.6,328.0,32.0,40.0,200.0,32.0,40.0,0.0,2.0,1.0,3.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,33.0,78.0,7.8,12.934021,0.0,23.0,36.0,6.0,8.602325,0.0,33.0,114.0,7.125,,236.98806800000003,59823839.902878,62023500.919342,6891500.102149,19855605.413213,488.042831,1719283.103943,2028110.027313,,738215.590359,236.98806800000003,,62023500.919342,4134900.061289,15410853.753151,1.838013,3.333333,,,12.0,0.0,0.0,,0.0,0.0,0.0,2199661.016464,2199661.016464,2199661.016464,2199661.016464,0.0,59823839.902878,59823839.902878,59823839.902878,59823839.902878,0.0,64240.0,26847.0,502.0,
3321.0,49037.0,1883.0,tcp,mqtt,61.99173100000001,10.0,6.0,3.0,4.0,0.1613119999999999,0.096787,,0.6,328.0,32.0,40.0,200.0,32.0,40.0,0.0,2.0,1.0,3.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,33.0,78.0,7.8,12.934021,0.0,23.0,36.0,6.0,,,33.0,114.0,7.125,11.218289,254.154205,59895895.004272,61991730.928421,6887970.103158,19883126.168268,73.90975999999998,1622499.94278,1933178.901672,386635.780334,695054.764635,73.90975999999998,59895895.004272,61991730.928421,4132782.061895,15430724.145018,1.838955,3.333333,2.0,26.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2095835.924149,2095835.924149,2095835.924149,,0.0,59895895.004272,59895895.004272,59895895.004272,59895895.004272,0.0,64240.0,26847.0,502.0,
3327.0,,1883.0,tcp,mqtt,61.998146,10.0,6.0,3.0,4.0,0.161295,0.096777,0.258072,0.6,328.0,32.0,40.0,200.0,32.0,40.0,0.0,2.0,1.0,3.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,33.0,78.0,7.8,12.934021,0.0,23.0,36.0,6.0,8.602325,0.0,33.0,,7.125,11.218289,232.934952,59912687.06321701,61998146.057129,6888682.895237,19889395.59397,66.041946,1624058.008194,1936062.097549,387212.41951,,66.041946,59912687.06321701,61998146.057129,4133209.737142,15435433.505092,1.838765,3.333333,2.0,26.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2085458.993912,2085458.993912,2085458.993912,2085458.993912,,59912687.06321701,59912687.06321701,59912687.06321701,59912687.06321701,0.0,64240.0,26847.0,502.0,
3336.0,51877.0,1883.0,tcp,mqtt,61.969811,10.0,6.0,3.0,4.0,0.161369,0.096821,0.25819,0.6,328.0,32.0,40.0,200.0,32.0,40.0,0.0,2.0,1.0,3.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,33.0,78.0,7.8,12.934021,0.0,23.0,36.0,6.0,8.602325,0.0,33.0,114.0,7.125,11.218289,,59892668.962479,,6885534.551409,,61.98883100000001,1575912.952423,1908047.914505,381609.5829010001,672745.586031,61.98883100000001,59892668.962479,61969810.962677,4131320.730845,15430017.716064002,1.839605,3.333333,2.0,26.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,2077142.000198,2077142.000198,2077142.000198,0.0,59892668.962479,59892668.962479,59892668.962479,59892668.962479,0.0,64240.0,26847.0,502.0,
3341.0,50765.0,1883.0,tcp,mqtt,62.092479,,6.0,3.0,4.0,0.16105,0.09663,,0.6,328.0,32.0,40.0,200.0,32.0,40.0,0.0,2.0,1.0,3.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,33.0,78.0,7.8,12.934021,0.0,23.0,36.0,6.0,8.602325,0.0,33.0,114.0,7.125,11.218289,552.177429,59805874.109268,62092478.990555,6899164.332284,19843745.866005,2058.029175,1512808.084488,2030411.958694,406082.391739,631597.209595,34.809113,59805874.109268,62092478.990555,,15403025.064408,1.835971,3.333333,2.0,26.0,12.0,0.0,0.0,,0.0,0.0,0.0,2286604.881287,2286604.881287,2286604.881287,2286604.881287,0.0,59805874.109268,59805874.109268,59805874.109268,59805874.109268,0.0,64240.0,26847.0,502.0,
3352.0,51383.0,1883.0,tcp,mqtt,62.11054300000001,10.0,6.0,3.0,4.0,0.161003,0.096602,0.257605,0.6,328.0,32.0,40.0,200.0,32.0,40.0,0.0,,,3.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,33.0,78.0,7.8,12.934021,0.0,23.0,36.0,6.0,8.602325,0.0,33.0,114.0,7.125,11.218289,245.09429900000003,59775244.951248,62110543.012619,6901171.445847,19831402.628351,76.055527,1524238.109589,,411723.613739,635847.310083,76.055527,59775244.951248,62110543.012619,4140702.867508,15394169.068626,1.835437,3.333333,2.0,26.0,12.0,0.0,0.0,,0.0,0.0,0.0,2335298.061371,2335298.061371,2335298.061371,2335298.061371,0.0,59775244.951248,59775244.951248,59775244.951248,59775244.951248,0.0,64240.0,26847.0,502.0,
3358.0,36569.0,1883.0,tcp,mqtt,61.942323,10.0,6.0,3.0,4.0,0.161441,0.096864,0.258305,0.6,328.0,,40.0,200.0,32.0,40.0,0.0,2.0,1.0,3.0,4.0,15.0,0.0,,0.0,0.0,0.0,33.0,78.0,7.8,12.934021,0.0,,36.0,6.0,8.602325,,33.0,114.0,,11.218289,244.855881,59899510.145187,61942323.20785501,6882480.356428,,61.98883100000001,1575670.003891,1888082.027435,377616.405487,674052.768531,61.98883100000001,59899510.145187,61942323.20785501,4129488.213857,15432458.438037,1.840422,3.333333,2.0,26.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2042813.062668,2042813.062668,2042813.062668,2042813.062668,,59899510.145187,59899510.145187,59899510.145187,59899510.145187,0.0,64240.0,26847.0,502.0,
